Risk,Title,URL,Tags,Access,Author,Local,Remote,CVE,CWE
Low,Class Scheduling System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120182,"CWE, Aakash Madaan",Remote,Aakash Madaan,No,Yes,N/A,CWE-79
Medium,Designed & Developed By Sync Co. Sql Injection Vulnerability,https://cxsecurity.com/issue/WLB-2020120181,behrouz mansoori,Remote,,No,Yes,N/A,N/A
Medium,MEANMENTOR - SQL Injection vulnerability,https://cxsecurity.com/issue/WLB-2020120180,darksecurity team,Remote,,No,Yes,N/A,N/A
Medium,ATHOLBOOKS - SQL Injection vulnerability,https://cxsecurity.com/issue/WLB-2020120179,darksecurity team,Remote,,No,Yes,N/A,N/A
Medium,WordPress Plugin Adning Advertising 1.5.5 - Arbitrary File Upload,https://cxsecurity.com/issue/WLB-2020120178,bilal vm,Remote,,No,Yes,N/A,N/A
Medium,Shinja Xpath Injection Vulnerability,https://cxsecurity.com/issue/WLB-2020120177,behrouz mansoori,Remote,,No,Yes,N/A,N/A
Medium,LineControl v1.1.0 Unauthorized administrative access Vulnerability,https://cxsecurity.com/issue/WLB-2020120176,indoushka,Remote,,No,Yes,N/A,N/A
Low,Multi Branch School Management System 3.5 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120175,"CWE, Kislay Kumar",Remote,Kislay Kumar,No,Yes,N/A,CWE-79
Medium,IBOOKAVENUE - SQL Injection vulnerability,https://cxsecurity.com/issue/WLB-2020120174,darksecurity team,Remote,,No,Yes,N/A,N/A
Medium,Developed by SoftwareInfoline.com Sql Injection Vulnerability,https://cxsecurity.com/issue/WLB-2020120173,behrouz mansoori,Remote,,No,Yes,N/A,N/A
High,Apache Struts 2 Forced Multi OGNL Evaluation,https://cxsecurity.com/issue/WLB-2020120172,"CVE, Matthias Kaiser",Remote,,No,Yes,CVE-2019-0230 | CVE-2020-17530,N/A
High,WordPress Adning Advertising 1.5.5 Shell Upload,https://cxsecurity.com/issue/WLB-2020120171,"CWE, spacehen",Remote,spacehen,No,Yes,N/A,CWE-264
Low,Arteco Web Client DVR/NVR Session Hijacking,https://cxsecurity.com/issue/WLB-2020120170,LiquidWorm,Remote,,No,Yes,N/A,N/A
Low,WordPress WP-PostRatings 1.86 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120169,"CWE, Park Won Seok",Remote,Park Won Seok,No,Yes,N/A,CWE-79
High,10-Strike Network Inventory Explorer Pro 9.05 Buffer Overflow,https://cxsecurity.com/issue/WLB-2020120168,"CWE, Florian Gassner",Remote,Florian Gassner,No,Yes,N/A,CWE-119
High,TerraMaster TOS 4.2.06 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020120167,IHTeam,Remote,IHTeam,No,Yes,N/A,N/A
Medium,WordPress Epsilon Framework SSRF / Denial of Service,https://cxsecurity.com/issue/WLB-2020120166,gx1,Remote,gx1,No,Yes,N/A,N/A
Medium,Apartment Visitors Management System 1.0 Authentication Bypass,https://cxsecurity.com/issue/WLB-2020120165,Kshitiz Raj(manitorpot...,Remote,Kshitiz Raj(manitorpotterk),No,Yes,N/A,N/A
Medium,Artworks Gallery Management System 1.0 id SQL Injection,https://cxsecurity.com/issue/WLB-2020120164,"CWE, Vijay Sachdeva",Remote,Vijay Sachdeva,No,Yes,N/A,CWE-89
Medium,Flexmonster Pivot Table & Charts 2.7.17 Remote Report Reflected XSS,https://cxsecurity.com/issue/WLB-2020120163,"CVE, CWE, Marco Nappi",Remote,Marco Nappi,No,Yes,CVE-2020-20140,CWE-79
Medium,Powered by webnink Sql Injection Vulnerability,https://cxsecurity.com/issue/WLB-2020120162,"CWE, behrouz mansoori",Remote,,No,Yes,N/A,CWE-89
Low,Sales And Inventory System For Grocery Store 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120161,"CWE, Vijay Sachdeva",Remote,Vijay Sachdeva,No,Yes,N/A,CWE-79
Medium,SUPREMO 4.1.3.2348 Privilege Escalation,https://cxsecurity.com/issue/WLB-2020120160,"CVE, CWE, Victor Gil",Local,Victor Gil,Yes,No,CVE-2020-25106,CWE-264
Low,Faculty Evaluation System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120159,"CWE, Vijay Sachdeva",Remote,Vijay Sachdeva,No,Yes,N/A,CWE-79
Medium,Android Studio Privilege Escalation,https://cxsecurity.com/issue/WLB-2020120158,"CWE, houjingyi",Local,houjingyi,Yes,No,N/A,CWE-264
High,Webmin 1.962 Remote Command Execution,https://cxsecurity.com/issue/WLB-2020120157,"CVE, CWE, AkkuS",Remote,AkkuS,No,Yes,CVE-2019-12840 | CVE-2020-35606,CWE-78
Med.,Rocket.Chat Path Traversal,https://cxsecurity.com/issue/WLB-2020120156,"CWE, Moe Szyslak",Remote,,,,,
Med.,Pandora FMS 7.0 NG 750 SQL Injection,https://cxsecurity.com/issue/WLB-2020120155,"CWE, Matthew Aberegg",Remote,,,,,
Med.,Baby Care System 1.0 roleid SQL Injection,https://cxsecurity.com/issue/WLB-2020120154,"CWE, Vijay Sachdeva",Remote,,,,,
Low,Academy-LMS 4.3 Stored XSS,https://cxsecurity.com/issue/WLB-2020120153,"CWE, Vinicius Alves",Remote,,,,,
Low,WordPress Plugin W3 Total Cache - Unauthenticated Arbitrary File Read (Metasploit),https://cxsecurity.com/issue/WLB-2020120152,Hritik R,Remote,,,,,
Med.,"Library Management System 3.0 ""Add Category"" Stored XSS",https://cxsecurity.com/issue/WLB-2020120151,"CWE, Kislay Kumar",Remote,,,,,
Medium,Point Of Sale System 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020120136,"CWE, Saeed Bala Ahmed",Remote,Saeed Bala Ahmed,No,Yes,N/A,CWE-89
Low,Employee Record System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120135,"CWE, Saeed Bala Ahmed",Remote,Saeed Bala Ahmed,No,Yes,N/A,CWE-79
High,Oracle Solaris SunSSH PAM parse_user_name() Buffer Overflow,https://cxsecurity.com/issue/WLB-2020120134,"CWE, wvu",Local,wvu,Yes,No,N/A,CWE-119
Medium,OAM Techno Media Auth by pass Vulnerability,https://cxsecurity.com/issue/WLB-2020120133,indoushka,Remote,,No,Yes,N/A,N/A
Medium,Dairy Farm Shop Management System 1.0 - SQL Injection,https://cxsecurity.com/issue/WLB-2020120132,Mehmet Ayberk Annadın...,Remote,,No,Yes,N/A,N/A
Low,Alumni Management System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120131,"CVE, CWE, Valerio Alessandroni",Remote,Valerio Alessandroni,No,Yes,CVE-2020-28071,CWE-79
High,Linksys RE6500 1.0.11.001 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020120130,RE-Solver,Remote,RE-Solver,No,Yes,N/A,N/A
Low,Content Management System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120129,"CWE, Zhayi",Remote,Zhayi,No,Yes,N/A,CWE-79
Medium,Wordpress Plugin Duplicator 1.3.26 Unauthenticated Arbitrary File Read (Metasploit),https://cxsecurity.com/issue/WLB-2020120128,"CWE, Nguyen",Remote,Nguyen,No,Yes,N/A,CWE-200
Medium,Courier Management System 1.0 MULTIPART street ((custom) SQL Injection,https://cxsecurity.com/issue/WLB-2020120127,"CWE, Zhaiyi",Remote,Zhaiyi,No,Yes,N/A,CWE-89
Medium,Content Management System 1.0 id SQL Injection,https://cxsecurity.com/issue/WLB-2020120126,"CWE, Zhayi",Remote,Zhayi,No,Yes,N/A,CWE-89
Low,"Smart Hospital 3.1 ""Add Patient"" Stored XSS",https://cxsecurity.com/issue/WLB-2020120125,"CWE, Kislay Kumar",Remote,Kislay Kumar,No,Yes,N/A,CWE-79
Low,"Xeroneit Library Management System 3.1 ""Add Book Category "" Stored XSS",https://cxsecurity.com/issue/WLB-2020120124,"CWE, Kislay Kumar",Remote,Kislay Kumar,No,Yes,N/A,CWE-79
Medium,LibreNMS 1.46 MAC Accounting Graph Authenticated SQL Injection,https://cxsecurity.com/issue/WLB-2020120123,"CWE, Hodorsec",Remote,Hodorsec,No,Yes,N/A,CWE-89
Medium,nxlog 2.10.2150 DoS (Poc),https://cxsecurity.com/issue/WLB-2020120122,Guillaume PETIT,Local,Guillaume PETIT,Yes,No,N/A,N/A
Medium,Openfire 4.6.0 sql Stored XSS,https://cxsecurity.com/issue/WLB-2020120121,"CWE, j5s",Remote,j5s,No,Yes,N/A,CWE-79
Low,Seacms 11.1 checkuser Stored XSS,https://cxsecurity.com/issue/WLB-2020120120,"CWE, j5s",Remote,j5s,No,Yes,N/A,CWE-79
Medium,Magic Home Pro 1.5.1 Authentication Bypass,https://cxsecurity.com/issue/WLB-2020120119,"CVE, Victor Hanna (Trustwav...",Remote,Victor Hanna (Trustwave SpiderLabs),No,Yes,CVE-2020-27199,CWE-287
Medium,Victor CMS 1.0 Multiple SQL Injection (Authenticated),https://cxsecurity.com/issue/WLB-2020120118,"CWE, Furkan Göksel",Remote,Furkan Göksel,No,Yes,N/A,CWE-89
High,Microsoft Windows DrawIconEx Local Privilege Escalation,https://cxsecurity.com/issue/WLB-2020120117,"CVE, CWE, timwr",Local,timwr,Yes,No,CVE-2020-1054,CWE-264
Low,MoboMovie Teaser TrailerStored Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120116,EbRaHiM-GHiaSi,Remote,,No,Yes,N/A,N/A
Medium,Seacms 11.1 file Local File Inclusion,https://cxsecurity.com/issue/WLB-2020120115,"CWE, j5s",Remote,j5s,No,Yes,N/A,CWE-98
Medium,PrestaShop ProductComments 4.2.0 id_products Time Based Blind SQL Injection,https://cxsecurity.com/issue/WLB-2020120114,"CVE, CWE, Frederic ADAM",Remote,Frederic ADAM,No,Yes,CVE-2020-26248,CWE-89
High,WordPress Total Upkeep 1.14.9 Backup Disclosure,https://cxsecurity.com/issue/WLB-2020120113,Wadeek,Remote,Wadeek,No,Yes,N/A,N/A
Medium,Advanced Form builder File Upload Image Cropper Take Photo System unrestricted file upload Vulnerability,https://cxsecurity.com/issue/WLB-2020120112,indoushka,Remote,,No,Yes,N/A,N/A
High,Alumni Management System 1.0 Shell Upload,https://cxsecurity.com/issue/WLB-2020120111,"CVE, CWE, Valerio Alessandroni",Remote,Valerio Alessandroni,No,Yes,CVE-2020-28072,CWE-264
Medium,libbabl 0.1.62 Broken Double-Free Detection,https://cxsecurity.com/issue/WLB-2020120110,Carter Yagemann,Local,Carter Yagemann,Yes,No,N/A,N/A
Low,PHPJabbers Appointment Scheduler 2.3 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120109,"CVE, CWE, Andrea Intilangelo",Remote,Andrea Intilangelo,No,Yes,CVE-2020-35416,CWE-79
Medium,Task Management System 1.0 Local File Inclusion,https://cxsecurity.com/issue/WLB-2020120108,"CWE, Ismail Bozkurt",Remote,Ismail Bozkurt,No,Yes,N/A,CWE-98
Medium,Cisco ASA 9.14.1.10 / FTD 6.6.0.1 Path Traversal,https://cxsecurity.com/issue/WLB-2020120107,"CVE, CWE, Freakyclown",Remote,Freakyclown,No,Yes,CVE-2020-3452,CWE-22
Medium,Macally WIFISD2-2A82 2.000.010 Privilege Escalation,https://cxsecurity.com/issue/WLB-2020120106,"CVE, CWE, Maximilian Barz",Local,Maximilian Barz,Yes,No,CVE-2020-29669,CWE-264
Low,System Explorer 7.0.0 Unquoted Service Path,https://cxsecurity.com/issue/WLB-2020120105,Mohammed Alshehri,Local,Mohammed Alshehri,Yes,No,N/A,N/A
Low,Rukovoditel 2.6.1 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2020120104,"CWE, KeopssGroup0day Inc",Remote,KeopssGroup0day Inc,No,Yes,N/A,CWE-352
Medium,Designed & Developed By Yasha Zamanpour - SQL Injection vulnerability,https://cxsecurity.com/issue/WLB-2020120103,Ali Ghasemi,Remote,,No,Yes,N/A,N/A
Low,WordPress Plugin Popup Builder 3.69.6 Multiple Stored Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120102,"CWE, Ilca Lucian Florin",Remote,Ilca Lucian Florin,No,Yes,N/A,CWE-79
Low,OpenAsset Digital Asset Management IP Access Control Bypass,https://cxsecurity.com/issue/WLB-2020120101,"CVE, Jack Misiura",Remote,Jack Misiura,No,Yes,CVE-2020-28856,CWE-290
Low,OpenAsset Digital Asset Management Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120100,"CVE, CWE, Jack Misiura",Remote,Jack Misiura,No,Yes,CVE-2020-28857 | CVE-2020-28859,CWE-79
High,Aerospike Database UDF Lua Code Execution,https://cxsecurity.com/issue/WLB-2020120099,"CVE, Brendan Coles",Remote,Brendan Coles,No,Yes,CVE-2020-13151,CWE-78
Medium,OpenAsset Digital Asset Management SQL Injection,https://cxsecurity.com/issue/WLB-2020120098,"CVE, CWE, Jack Misiura",Remote,Jack Misiura,No,Yes,CVE-2020-28860,CWE-89
Low,OpenAsset Digital Asset Management Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2020120097,"CVE, CWE, Jack Misiura",Remote,Jack Misiura,No,Yes,CVE-2020-28858,CWE-352
Low,OpenAsset Digital Asset Management Insecure Direct Object Reference,https://cxsecurity.com/issue/WLB-2020120096,"CVE, Jack Misiura",Remote,Jack Misiura,No,Yes,CVE-2020-28861,CWE-1236
Low,jackwebster - session cookie without secure flag,https://cxsecurity.com/issue/WLB-2020120095,nc01,Remote,,No,Yes,N/A,N/A
Medium,Dolibarr 12.0.3 SQLi to RCE,https://cxsecurity.com/issue/WLB-2020120094,coiffeur,Remote,coiffeur,No,Yes,N/A,N/A
High,MiniWeb HTTP Server 0.8.19 Buffer Overflow (PoC),https://cxsecurity.com/issue/WLB-2020120093,"CWE, securityforeveryone",Remote,securityforeveryone,No,Yes,N/A,CWE-119
Medium,Macally WIFISD2-2A82 2.000.010 Guest to Root Privilege Escalation,https://cxsecurity.com/issue/WLB-2020120092,"CVE, CWE, Maximilian Barz and Da...",Remote,Maximilian Barz and Daniel Schwendner,No,Yes,CVE-2020-29669,CWE-264
Low,Jenkins 2.235.3 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120091,"CVE, CWE, gx1",Remote,gx1,No,Yes,CVE-2020-2229 | CVE-2020-2230,CWE-79
Medium,Ember Enterprises E2in Improper Authentication,https://cxsecurity.com/issue/WLB-2020120090,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-287
Medium,Sanishsoft Authentication Bypass,https://cxsecurity.com/issue/WLB-2020120089,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-287
Medium,Sharptech Digital Marketing Agency Authentication Bypass,https://cxsecurity.com/issue/WLB-2020120088,"CVE, CWE, KingSkrupellos",Remote,,No,Yes,CAPEC-115,CWE-287
Medium,Wordpress Plugin Canto 1.3.0 Blind SSRF (Unauthenticated),https://cxsecurity.com/issue/WLB-2020120087,"CVE, Pankaj Verma",Remote,Pankaj Verma,No,Yes,CVE-2020-28978,CWE-918
Low,Advanced Component System (ACS) 1.0 Path Traversal,https://cxsecurity.com/issue/WLB-2020120086,"CWE, Francisco Javier Santi...",Remote,Francisco Javier Santiago Vazquez,No,Yes,N/A,CWE-22
Low,Onilne Bus Booking System Project 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120085,"CWE, Krishna Yadav",Remote,Krishna Yadav,No,Yes,N/A,CWE-79
Low,WordPress DirectoriesPro 1.3.45 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120084,"CVE, CWE, Jack Misiura",Remote,Jack Misiura,No,Yes,CVE-2020-29303 | CVE-2020-29304,CWE-79
Medium,Supply Chain Management System Auth Bypass SQL Injection,https://cxsecurity.com/issue/WLB-2020120083,"CWE, Piyush Malviya",Remote,Piyush Malviya,No,Yes,N/A,CWE-89
Medium,cdrpsb cms Arbitrary File Download,https://cxsecurity.com/issue/WLB-2020120082,Nano,Remote,,No,Yes,N/A,N/A
Low,bbse_board_pro plugin XSS,https://cxsecurity.com/issue/WLB-2020120081,Nano,Remote,,No,Yes,N/A,N/A
Low,Medical Center Portal Management System 1.0 Multiple Stored XSS,https://cxsecurity.com/issue/WLB-2020120080,"CWE, Saeed Bala Ahmed",Remote,Saeed Bala Ahmed,No,Yes,N/A,CWE-79
Medium,RarmaRadio 2.72.5 Denial of Service (PoC),https://cxsecurity.com/issue/WLB-2020120079,Ismael Nava,Local,Ismael Nava,Yes,No,N/A,N/A
High,SmarterMail 6985 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020120078,"CVE, Soroush Dalili",Remote,Soroush Dalili,No,Yes,CVE-2019-7214,CWE-824
Low,Savsoft Quiz 5 - 'Skype ID' Stored XSS,https://cxsecurity.com/issue/WLB-2020120077,bilal .BVM,Remote,,No,Yes,N/A,N/A
High,GitLab File Read Remote Code Execution,https://cxsecurity.com/issue/WLB-2020120076,alanfoster,Remote,alanfoster,No,Yes,N/A,N/A
Low,Anuko Time Tracker 1.19.23.5311 Password Reset leading to Account Takeover,https://cxsecurity.com/issue/WLB-2020120075,"CVE, Mufaddal Masalawala",Remote,Mufaddal Masalawala,No,Yes,CVE-2020-27422,N/A
High,FlexDotnetCMS 1.5.8 Arbitrary ASP File Upload,https://cxsecurity.com/issue/WLB-2020120074,"CWE, Erik Wynter",Remote,Erik Wynter,No,Yes,N/A,CWE-264
High,IdeKode Local File Inclusion Exploiter,https://cxsecurity.com/issue/WLB-2020120073,Nano,Remote,,No,Yes,N/A,N/A
Low,Hue Ghost CMS Theme for Podcasting 3.x.x rate limit,https://cxsecurity.com/issue/WLB-2020120072,"CVE, Aaryan Saharan",Remote,,No,Yes,2020-29393,N/A
Low,PARSTECH - YAZILIM & OTOMASYON SİSTEMLERİ Bypass Admin Panel with Noredirect,https://cxsecurity.com/issue/WLB-2020120071,Nobody,Remote,,No,Yes,N/A,N/A
High,PARSTECH - Yazılım & Otomasyon Sistemleri Upload Shell Vuln.,https://cxsecurity.com/issue/WLB-2020120070,Nobody,Remote,,No,Yes,N/A,N/A
Low,kentwood - session cookie without secure flag - (XSS),https://cxsecurity.com/issue/WLB-2020120069,nc01,Remote,,No,Yes,N/A,N/A
Low,BigtreeCMS 4.4.11 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120068,"CVE, CWE, Daniel Bishtawi",Remote,Daniel Bishtawi,No,Yes,CVE-2020-995566,CWE-79
Low,Barcodes Generator 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120067,"CWE, Nikhil Kumar",Remote,Nikhil Kumar,No,Yes,N/A,CWE-79
Low,Openfire 4.6.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120066,"CWE, j5s",Remote,j5s,No,Yes,N/A,CWE-79
Low,OpenCart 3.0.3.6 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2020120065,"CWE, Mahendra Purbia",Remote,Mahendra Purbia,No,Yes,N/A,CWE-352
Low,WordPress Popup Builder 3.69.6 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120064,"CWE, Ilca Lucian Florin",Remote,Ilca Lucian Florin,No,Yes,N/A,CWE-79
Medium,Library Management System 2.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020120063,"CWE, Manish Solanki",Remote,Manish Solanki,No,Yes,N/A,CWE-89
Medium,PDF Complete 3.5.310.2002 Unquoted Service Path,https://cxsecurity.com/issue/WLB-2020120062,Zaira Alquicira,Local,Zaira Alquicira,Yes,No,N/A,N/A
Low,WonderCMS 3.1.3 Menu Persistent Cross-Site Scripting,https://cxsecurity.com/issue/WLB-2020120061,"CWE, Hemant Patidar",Remote,Hemant Patidar,No,Yes,N/A,CWE-79
Low,Google Groups - Public File Disclosure (Sensitive Info),https://cxsecurity.com/issue/WLB-2020120060,Gh05t666nero,Remote,,No,Yes,N/A,N/A
High,Dup Scout Enterprise 10.0.18 Buffer Overflow,https://cxsecurity.com/issue/WLB-2020120058,"CWE, sickness",Remote,sickness,No,Yes,N/A,CWE-119
Low,Employee Performance Evaluation System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120057,"CWE, Ritesh Gohil",Remote,Ritesh Gohil,No,Yes,N/A,CWE-79
Medium,WebDamn User Registration & Login System with User Panel SQLi Auth Bypass,https://cxsecurity.com/issue/WLB-2020120056,Aakash Madaan,Remote,Aakash Madaan,No,Yes,N/A,N/A
Medium,Tibco ObfuscationEngine 5.11 Fixed Key Password Decryption,https://cxsecurity.com/issue/WLB-2020120055,Tess Sluijter,Remote,Tess Sluijter,No,Yes,N/A,N/A
High,Employee Performance Evaluation System 1.0 Insecure Direct Object Reference,https://cxsecurity.com/issue/WLB-2020120054,Manish Solanki,Remote,Manish Solanki,No,Yes,N/A,N/A
Low,Composr CMS 10.0.34 banners Persistent Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120053,"CWE, Parshwa Bhavsar",Remote,Parshwa Bhavsar,No,Yes,N/A,CWE-79
Low,Task Management System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120052,"CWE, Saeed Bala Ahmed",Remote,Saeed Bala Ahmed,No,Yes,N/A,CWE-79
High,Task Management System 1.0 Shell Upload,https://cxsecurity.com/issue/WLB-2020120051,"CWE, Saeed Bala Ahmed",Remote,Saeed Bala Ahmed,No,Yes,N/A,CWE-264
Medium,Task Management System 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020120050,"CWE, Saeed Bala Ahmed",Remote,Saeed Bala Ahmed,No,Yes,N/A,CWE-89
Medium,Apache 2 HTTP2 Module Concurrent Pool Usage,https://cxsecurity.com/issue/WLB-2020120049,"CVE, Google Security Resear...",Remote,Google Security Research,No,Yes,CVE-2020-11993,CWE-444
Low,Cyber Cafe Management System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120048,"CWE, Pruthvi Nekkanti",Remote,Pruthvi Nekkanti,No,Yes,N/A,CWE-79
Medium,Rumble Mail Server 0.51.3135 Unquoted Service Path,https://cxsecurity.com/issue/WLB-2020120047,Mohammed Alshehri,Local,Mohammed Alshehri,Yes,No,N/A,N/A
Medium,mezun.nny.edu.tr Post SQL Injection Vulnerability,https://cxsecurity.com/issue/WLB-2020120046,Nobody,Remote,,No,Yes,N/A,N/A
Medium,WordPress Canto 1.3.0 Server-Side Request Forgery,https://cxsecurity.com/issue/WLB-2020120045,"CVE, Pankaj Verma",Remote,Pankaj Verma,No,Yes,CVE-2020-28978,CWE-918
Low,Forma LMS 2.3 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120044,"CWE, Hemant Patidar",Remote,Hemant Patidar,No,Yes,N/A,CWE-79
Low,infopi.io Playsms RCE,https://cxsecurity.com/issue/WLB-2020120043,Nano,Remote,,No,Yes,N/A,N/A
Medium,Phpscript-sgh 0.1.0 Time Based Blind SQL Injection,https://cxsecurity.com/issue/WLB-2020120042,"CWE, KeopssGroup0day,Inc",Remote,"KeopssGroup0day,Inc",No,Yes,N/A,CWE-89
Low,spaceavis - session cookie,https://cxsecurity.com/issue/WLB-2020120041,nc01,Remote,,No,Yes,N/A,N/A
Medium,TapinRadio 2.13.7 Denial Of Service,https://cxsecurity.com/issue/WLB-2020120040,Ismael Nava,Local,Ismael Nava,Yes,No,N/A,N/A
Low,Kite 1.2020.1119.0 Unquoted Service Path,https://cxsecurity.com/issue/WLB-2020120039,Ismael Nava,Local,Ismael Nava,Yes,No,N/A,N/A
Medium,CCt99 Chichen Tech CMS 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020120038,"CWE, Mostafa Farzaneh",Remote,Mostafa Farzaneh,No,Yes,N/A,CWE-89
Medium,Phpscript SGH 0.1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020120037,"CWE, KeopssGroup0day Inc",Remote,KeopssGroup0day Inc,No,Yes,N/A,CWE-89
Low,VestaCP 0.9.8-26 Token Session,https://cxsecurity.com/issue/WLB-2020120036,Benjamin Kunz Mejri,Remote,,No,Yes,N/A,N/A
Low,VestaCP 0.9.8-26 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120035,"CWE, Benjamin Kunz Mejri",,,No,No,N/A,CWE-79
Medium,"Группа компаний ""Сумотори"" sql injection",https://cxsecurity.com/issue/WLB-2020120034,OmideMehraban,Remote,,No,Yes,N/A,N/A
Low,Chromium 83 CSP Bypass,https://cxsecurity.com/issue/WLB-2020120033,"CVE, Gal Weizman",Remote,Gal Weizman,No,Yes,CVE-2020-6519,NVD-CWE-noinfo
Low,Huawei HedEx Lite (DM) Path Traversal,https://cxsecurity.com/issue/WLB-2020120032,"CWE, S.AbenMassaoud",Remote,S.AbenMassaoud,No,Yes,N/A,CWE-22
Low,Sony BRAVIA Digital Signage 1.7.8 Insecure Direct Object Reference,https://cxsecurity.com/issue/WLB-2020120031,LiquidWorm,,LiquidWorm,No,No,N/A,N/A
High,Sony BRAVIA Digital Signage 1.7.8 Unauthenticated Remote File Inclusion,https://cxsecurity.com/issue/WLB-2020120030,"CWE, LiquidWorm",Remote,LiquidWorm,No,Yes,N/A,CWE-22
Medium,ILIAS Learning Management System 4.3 Server-Side Request Forgery,https://cxsecurity.com/issue/WLB-2020120029,Dot,Remote,Dot,No,Yes,N/A,N/A
Low,Sony BRAVIA Digital Signage 1.7.8 System API Information Disclosure,https://cxsecurity.com/issue/WLB-2020120028,LiquidWorm,Remote,LiquidWorm,No,Yes,N/A,N/A
Low,Zabbix 5.0.0 Stored XSS via URL Widget Iframe,https://cxsecurity.com/issue/WLB-2020120027,"CVE, CWE, Shwetabh Vishnoi",Remote,Shwetabh Vishnoi,No,Yes,CVE-2020-15803,CWE-79
