Title,Description,Date Added,CVE Link,Exploit Platform,Exploit Type,Product Name
Microsoft Windows Win32k Read AV Vulnerability (MS13-053),"This module exploits a vulnerability in win32k.sys when the EPATHOBJ::pprFlattenRec() doesn't initialize the pointer to the next memory chunk.This is only a documentation update of the original module ""Microsoft Windows Win32k pprFlattenRec Vulnerability Exploit"".","July 19, 2013",CVE-2013-3660,Windows,Exploits / Local,Impact Professional
Novell Client 2 NICM.SYS Privilege Escalation Exploit,This module exploits a vulnerability in the NICM.SYS driver shipped with Novell Client 2 when handling specially crafted IOCTL requests.,"July 18, 2013",CVE-2013-3956,Windows,Exploits / Local,Impact Professional
PCMan FTP Server USER Command Buffer Overflow Exploit,PCMan's FTP Server is prone to a buffer-overflow when handling an overly long USER command.,"July 17, 2013",NOCVE-9999-58668,Windows,Exploits / Remote,Impact Professional
Corel PDF Fusion XPS Processing Buffer Overflow Exploit,Corel PDF Fusion is prone to a stack-based buffer overflow vulnerability when parsing long names in ZIP directory entries within an XPS file.,"July 17, 2013",CVE-2013-3248,Windows,Exploits / Client Side,Impact Professional
Microsoft Silverlight Double Dereference Exploit (MS13-022),A remote code execution vulnerability exists in Microsoft Silverlight that can allow a specially crafted Silverlight application to access memory in an unsafe manner. An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the current user.,"July 17, 2013",CVE-2013-0074,Windows,Exploits / Client Side,Impact Professional
Schneider Electric Multiple Products 'ModbusDrv.exe' Remote denial-of-service,Remote Denial Of Service in Schneider Electric Modbus Driver.,"July 15, 2013",,Windows,Denial of Service / Remote,SCADA
NetBiterConfig and Anybus IPconfig DoS,Remote Denial Of Service in NetBiterConfig and Anybus IPconfig,"July 15, 2013",,Windows,Denial of Service / Remote,SCADA
Siemens WINCC DiagAgent Buffer Overflow Remote Exploit,This module exploits a buffer overflow and installs an agent into the target host.,"July 15, 2013",CVE-2012-2598,Windows,Exploits / Remote,SCADA
Atvise Webmitestserver Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in Atvise webmitestserver server.,"July 15, 2013",,Windows,Exploits / Remote,SCADA
Ge Fanuc Cimplicity Webserver Remote Command Execution,This module exploits a directory traversal vulnerability that leads to command execution.,"July 15, 2013",,Windows,Exploits / Remote,SCADA
Sielco Sistemi Winlog Buffer Overflow Remote Exploit,This module exploits a buffer overflow and installs an agent into the target host.,"July 15, 2013",CVE-2012-3815,Windows,Exploits / Remote,SCADA
TraceMode DataCenter Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in TraceMode  DataCenter webconsole and publisher servers.,"July 15, 2013",CVE-2011-5087,Windows,Exploits / Remote,SCADA
Ge Fanuc Cimplicity Webserver Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in Cimplicity Webserver web interface.,"July 15, 2013",,Windows,Exploits / Remote,SCADA
Schneider Electric Vijeo Web Gate Server Directory Traversal Vulnerability 0-Day,This module exploits a directory traversal vulnerability in Schneider Electric Vijeo Web Gate Server,"July 15, 2013",,Windows,Exploits / Remote,SCADA
Advantech Studio Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in Advantech Studio,"July 15, 2013",CVE-2011-1900,Windows,Exploits / Remote,SCADA
IOServer Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in IOServer,"July 15, 2013",CVE-2012-4680,Windows,Exploits / Remote,SCADA
Siemens WINCC DiagAgent Multiple Directory Traversal Vulnerabilities Exploit,This module exploits one of the directory traversal vulnerabilities in Siemens WINCC DiagAgent.exe web interface.,"July 15, 2013",,Windows,Exploits / Remote,SCADA
Advantech Studio 6.1 Web server DoS,Remote Denial Of Service in Advantech Studio Web server,"July 15, 2013",,Windows,Denial of Service / Remote,SCADA
Atvise webMI2ADS Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in Atvise webMI2ADS server.,"July 15, 2013",CVE-2011-4880,Windows,Exploits / Remote,SCADA
InterSystems Cache DoS ver 2,Remote Denial Of Service in InterSystems Cache,"July 15, 2013",,Windows,Denial of Service / Remote,SCADA
IOServer DoS crashing the server 0-Day,Remote Denial Of Service in IOServer,"July 15, 2013",,Windows,Denial of Service / Remote,SCADA
Siemens WinCC Flexible Hmiload Remote Code Execution,This module exploits a directory traversal vulnerability that leads to command execution.,"July 15, 2013",,Windows,Exploits / Remote,SCADA
ICPDAS EZ Data Logger 0-Day DoS,This module causes a Denial of Service in ICPDAS EZ Data Logger.,"July 15, 2013",,Windows,Denial of Service / Remote,SCADA
Siemens Simatic WinCC CCEServer.exe Remote RPC DoS,CCEServer.exe is listening on 49155 port by default. The service is vulnerable to denial of service via specially crafted msrpc packet.,"July 15, 2013",,Windows,Denial of Service / Remote,SCADA
Advantech Studio Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in Advantech Studio,"July 15, 2013",CVE-2011-1900,Windows,Exploits / Remote,SCADA
Schneider Electric Vijeo Web Gate Server Directory Traversal Vulnerability 0-Day,This module exploits a directory traversal vulnerability in Schneider Electric Vijeo Web Gate Server,"July 15, 2013",,Windows,Exploits / Remote,SCADA
Ge Fanuc Cimplicity Webserver Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in Cimplicity Webserver web interface.,"July 15, 2013",,Windows,Exploits / Remote,SCADA
Siemens WINCC DiagAgent Multiple Directory Traversal Vulnerabilities Exploit,This module exploits one of the directory traversal vulnerabilities in Siemens WINCC DiagAgent.exe web interface.,"July 15, 2013",,Windows,Exploits / Remote,SCADA
Siemens WinCC Flexible Hmiload Remote Code Execution,This module exploits a directory traversal vulnerability that leads to command execution.,"July 15, 2013",,Windows,Exploits / Remote,SCADA
IOServer Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in IOServer,"July 15, 2013",CVE-2012-4680,Windows,Exploits / Remote,SCADA
IOServer DoS crashing the server 0-Day,Remote Denial Of Service in IOServer,"July 15, 2013",,Windows,Denial of Service / Remote,SCADA
InterSystems Cache DoS ver 1,Remote Denial Of Service in InterSystems Cache,"July 15, 2013",,Windows,Denial of Service / Remote,SCADA
Siemens WINCC DiagAgent Buffer Overflow Remote Exploit,This module exploits a buffer overflow and installs an agent into the target host.,"July 15, 2013",CVE-2012-2598,Windows,Exploits / Remote,SCADA
Progea Movicon 11 DoS crashing the server,Remote Denial Of Service in Progea Movicon 11,"July 15, 2013",,Windows,Denial of Service / Remote,SCADA
Kaskad Daserver Remote Code Execution Exploit,This module exploits a memory corruption to installs an agent into the target host.,"July 15, 2013",,Windows,Exploits / Remote,SCADA
Atvise webMI2ADS Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in Atvise webMI2ADS server.,"July 15, 2013",CVE-2011-4880,Windows,Exploits / Remote,SCADA
HP Data Protector Cell Manager Opcode 259 Remote Code Execution Exploit,"The specific flaw exists within crs.exe which listens by default on a random TCP port. When parsing different opcodes, the process blindly copies user supplied data into a fixed-length stack buffer. A remote attacker can abuse this to execute remote code under the context of the SYSTEM user.","July 12, 2013",CVE-2013-2329,Windows,Exploits / Remote,Impact Professional
Adrenalin Player ASX Buffer Overflow Exploit,This module exploits a vulnerability in Adrenalin Player .ASX files. The vulnerability is caused due to lack of boundary checks in exporting an ASX file witch causes an Buffer Overflow of the stack and a SEH attack is possible due to a vulnerable DLL included in the software.,"July 11, 2013",NOCVE-9999-58660,Windows,Exploits / Client Side,Impact Professional
Adrenalin Player WAX Buffer Overflow Exploit,This module exploits a vulnerability in Adrenalin Player .WAX files. The vulnerability is caused due to lack of boundary checks in exporting a WAX file witch causes an Buffer Overflow of the stack and a SEH attack is possible due to a vulnerable DLL included in the software.,"July 8, 2013",NOCVE-9999-58661,Windows,Exploits / Client Side,Impact Professional
Oracle Java Dynamic Binding Remote Code Execution Exploit Update,An error in the way that Java implements dynamic binding can be abused to overwrite public final fields. This flaw allows an unprivileged Java applet to escape the sandbox and execute arbitrary code on the target machine with the privileges of the current user.This update adds the CVE number to the exploit.,"July 5, 2013",CVE-2013-2423,"Windows, Linux, Mac OS X",Exploits / Client Side,Impact Professional
ASN.1 Bit String SPNEGO exploit Update,"Multiple integer overflows in Microsoft ASN.1 library (MSASN1.DLL), as used in LSASS.EXE, CRYPT32.DLL, and other Microsoft executables and libraries on Windows NT 4.0, 2000, and XP, allow remote attackers to execute arbitrary code via ASN.1 encodings that cause arbitrary heap data to be overwritten.This update modifies the runtime value for this exploit.","July 5, 2013",CVE-2003-0818,Windows,Exploits / Remote,Impact Professional
HP System Management Homepage ginkgosnmp.inc Command Injection Exploit,The ginkgosnmp.inc PHP script in HP System Management Homepage is vulnerable to OS command injection.This vulnerability allows remote authenticated attackers to execute arbitrary code on the affected machine with SYSTEM privileges.,"July 5, 2013",CVE-2013-3576,Windows,Exploits / Remote,Impact Professional
MediaCoder LST File Buffer Overflow Exploit,"A Buffer Overflow exist in Mediacoder when parsing .LST files. The vulnerability is caused due to a boundary error in Mediacoder when handling .LST files beginning with http://, when the application tries to obtain a stream from an url. This can be exploited to cause a stack-based buffer overflow via a specially crafted .LST file.","July 3, 2013",NOCVE-9999-58662,Windows,Exploits / Client Side,Impact Professional
